"transcriptName","anno"
"ENST00000559471.1","circRNA"
"ENST00000291547.4","circRNA"
"ENST00000327671.5","circRNA"
"NM_001145710","circRNA"
"ENST00000263181.6","circRNA"
"ENST00000396184.3","circRNA"
"ENST00000328299.3","circRNA"
"ENST00000280346.6","circRNA"
"ENST00000558585.1","circRNA"
"ENST00000361355.4","circRNA"
"ENST00000409175.1","circRNA"
"NM_001145725","circRNA"
"NM_175710","circRNA"
"NM_001145720","circRNA"
"ENST00000447185.1","circRNA"
"NM_138768","circRNA"
"NM_001145722","circRNA"
"NM_138769","circRNA"
"NM_138771","circRNA"
"NM_138774","circRNA"
"NM_138775","circRNA"
"ENST00000370638.2","circRNA"
"NM_138773","circRNA"
"ENST00000344836.4","circRNA"
"ENST00000342788.4","circRNA"
"ENST00000572821.1","circRNA"
"ENST00000488778.1","circRNA"
"NM_138778","circRNA"
"NM_138777","circRNA"
"ENST00000513849.1","circRNA"
"ENST00000261263.3","circRNA"
"NM_138782","circRNA"
"NM_138785","circRNA"
"ENST00000467404.2","circRNA"
"NM_138783","circRNA"
"ENST00000528697.1","circRNA"
"ENST00000277165.6","circRNA"
"NM_138787","circRNA"
"NM_138788","circRNA"
"NM_138792","circRNA"
"NM_138793","circRNA"
"ENST00000323848.9","circRNA"
"NM_138797","circRNA"
"NM_138794","circRNA"
"NM_138795","circRNA"
"ENST00000267890.6","circRNA"
"ENST00000379163.5","circRNA"
"NM_138711","circRNA"
"ENST00000310358.7","circRNA"
"NM_138714","circRNA"
"ENST00000288221.6","circRNA"
"ENST00000361462.2","circRNA"
"ENST00000372530.4","circRNA"
"ENST00000580168.1","circRNA"
"NM_138729","circRNA"
"ENST00000588221.1","circRNA"
"ENST00000353234.4","circRNA"
"ENST00000399132.1","circRNA"
"NM_138727","circRNA"
"ENST00000396197.3","circRNA"
"ENST00000576409.1","circRNA"
"ENST00000496811.1","circRNA"
"NM_001171945","circRNA"
"NM_001171948","circRNA"
"TCONS_l2_00001054","circRNA"
"ENST00000372806.3","circRNA"
"NM_138736","circRNA"
"NM_138737","circRNA"
"ENST00000591619.1","circRNA"
"ENST00000477589.1","circRNA"
"ENST00000248594.6","circRNA"
"ENST00000559841.1","circRNA"
"NM_001170629","circRNA"
"TCONS_l2_00002391","circRNA"
"ENST00000458649.2","circRNA"
"ENST00000416682.2","circRNA"
"ENST00000397333.3","circRNA"
"ENST00000397609.2","circRNA"
"ENST00000409318.1","circRNA"
"NM_001170635","circRNA"
"ENST00000331239.4","circRNA"
"NM_015073","circRNA"
"NM_015074","circRNA"
"NM_015076","circRNA"
"NR_038354","circRNA"
"NM_015077","circRNA"
"NM_015078","circRNA"
"ENST00000368642.4","circRNA"
"NM_015070","circRNA"
"NM_015071","circRNA"
"NM_015072","circRNA"
"ENST00000331573.3","circRNA"
"NM_003094","circRNA"
"ENST00000379056.1","circRNA"
"NM_003097","circRNA"
"ENST00000331320.7","circRNA"
"NM_003099","circRNA"
"NM_003098","circRNA"
"ENST00000397560.2","circRNA"
"NM_001171976","circRNA"
"NM_003091","circRNA"
"ENST00000470811.1","circRNA"
"NM_003090","circRNA"
"NM_003093","circRNA"
"NM_003092","circRNA"
"NM_015062","circRNA"
"NM_016395","circRNA"
"NM_016396","circRNA"
"NM_015065","circRNA"
"ENST00000399408.2","circRNA"
"NM_015068","circRNA"
"NM_016399","circRNA"
"NM_015069","circRNA"
"ENST00000391973.2","circRNA"
"ENST00000552314.1","circRNA"
"ENST00000465342.2","circRNA"
"NM_015060","circRNA"
"NM_016391","circRNA"
"NM_015061","circRNA"
"ENST00000219689.7","circRNA"
"NM_003083","circRNA"
"NM_003086","circRNA"
"ENST00000298896.3","circRNA"
"NM_003088","circRNA"
"NR_027696","circRNA"
"ENST00000382881.3","circRNA"
"NM_003087","circRNA"
"NM_003089","circRNA"
"NM_015059","circRNA"
"ENST00000296595.6","circRNA"
"ENST00000345317.2","circRNA"
"NM_003080","circRNA"
"NM_003082","circRNA"
"NM_003081","circRNA"
"NM_015097","circRNA"
"ENST00000379915.4","circRNA"
"ENST00000432921.1","circRNA"
"NM_015091","circRNA"
"NM_015092","circRNA"
"ENST00000264428.4","circRNA"
"NM_001252152","circRNA"
"NM_015093","circRNA"
"ENST00000602117.1","circRNA"
"ENST00000216297.2","circRNA"
"NM_015094","circRNA"
"ENST00000393545.4","circRNA"
"NM_001171993","circRNA"
"NM_001171992","circRNA"
"NM_015084","circRNA"
"NM_015085","circRNA"
"ENST00000470944.1","circRNA"
"NM_015087","circRNA"
"NM_015089","circRNA"
"NM_138701","circRNA"
"ENST00000476842.1","circRNA"
"ENST00000262593.5","circRNA"
"NM_015080","circRNA"
"ENST00000281543.5","circRNA"
"NM_001170670","circRNA"
"ENST00000374595.4","circRNA"
"ENST00000540155.1","circRNA"
"NM_016360","circRNA"
"NM_015030","circRNA"
"NM_016361","circRNA"
"ENST00000467034.1","circRNA"
"NM_015032","circRNA"
"NM_017693","circRNA"
"NM_015033","circRNA"
"NM_017696","circRNA"
"NM_015035","circRNA"
"NM_015036","circRNA"
"NM_017697","circRNA"
"NM_003048","circRNA"
"NM_001010000","circRNA"
"NM_001242778","circRNA"
"NM_004378","circRNA"
"NM_003047","circRNA"
"NM_003049","circRNA"
"NR_038390","circRNA"
"NR_038397","circRNA"
"NR_038396","circRNA"
"NM_001012662","circRNA"
"ENST00000578198.1","circRNA"
"NM_004383","circRNA"
"NM_004386","circRNA"
"NM_004385","circRNA"
"NM_003057","circRNA"
"NM_004388","circRNA"
"NM_030662","circRNA"
"NM_015026","circRNA"
"NM_030667","circRNA"
"NM_016357","circRNA"
"ENST00000527100.1","circRNA"
"NM_015027","circRNA"
"NM_015028","circRNA"
"NM_016359","circRNA"
"NM_030666","circRNA"
"NM_004380","circRNA"
"ENST00000341697.3","circRNA"
"NM_017681","circRNA"
"ENST00000368655.4","circRNA"
"NR_038389","circRNA"
"NM_015020","circRNA"
"NM_015021","circRNA"
"NM_016352","circRNA"
"NM_001242784","circRNA"
"NM_016353","circRNA"
"ENST00000596284.1","circRNA"
"NM_015023","circRNA"
"NM_016354","circRNA"
"NM_015024","circRNA"
"NM_016355","circRNA"
"NM_001242786","circRNA"
"ENST00000324079.6","circRNA"
"NM_015025","circRNA"
"NM_017686","circRNA"
"ENST00000274289.3","circRNA"
"NM_004368","circRNA"
"NM_003037","circRNA"
"NM_003036","circRNA"
"NM_005698","circRNA"
"NM_004369","circRNA"
"NM_003038","circRNA"
"NM_001252100","circRNA"
"NM_004370","circRNA"
"NM_004373","circRNA"
"NM_030674","circRNA"
"NM_003043","circRNA"
"NM_003046","circRNA"
"NM_003045","circRNA"
"NM_015015","circRNA"
"NM_015016","circRNA"
"NM_017677","circRNA"
"NM_015017","circRNA"
"NM_015018","circRNA"
"NM_001193311","circRNA"
"NM_001193314","circRNA"
"ENST00000360647.4","circRNA"
"NM_015051","circRNA"
"NM_015052","circRNA"
"NM_015053","circRNA"
"ENST00000368918.3","circRNA"
"NM_015054","circRNA"
"NM_015055","circRNA"
"NM_001242795","circRNA"
"ENST00000547575.1","circRNA"
"NM_015056","circRNA"
"NM_001252119","circRNA"
"NM_015057","circRNA"
"NM_015058","circRNA"
"ENST00000216044.5","circRNA"
"NM_001012643","circRNA"
"NM_003069","circRNA"
"ENST00000246912.4","circRNA"
"ENST00000496228.1","circRNA"
"NM_015050","circRNA"
"NM_003073","circRNA"
"NM_003075","circRNA"
"NM_003074","circRNA"
"NM_030641","circRNA"
"NM_001001998","circRNA"
"NM_003076","circRNA"
"ENST00000442111.2","circRNA"
"ENST00000507958.1","circRNA"
"NM_003079","circRNA"
"NM_030640","circRNA"
"NM_003078","circRNA"
"NM_030645","circRNA"
"NM_015048","circRNA"
"NM_001001995","circRNA"
"NM_015049","circRNA"
"NM_030649","circRNA"
"NM_198398","circRNA"
"NM_030647","circRNA"
"NM_003071","circRNA"
"NM_001193347","circRNA"
"NM_030648","circRNA"
"NM_003070","circRNA"
"NM_001242790","circRNA"
"NM_015040","circRNA"
"ENST00000490365.1","circRNA"
"NM_015041","circRNA"
"NM_016372","circRNA"
"NM_016373","circRNA"
"NM_015042","circRNA"
"NM_001193329","circRNA"
"ENST00000392837.4","circRNA"
"NM_016374","circRNA"
"NM_015044","circRNA"
"NM_016376","circRNA"
"NM_015045","circRNA"
"NM_001252127","circRNA"
"NM_015046","circRNA"
"NM_015047","circRNA"
"NM_003059","circRNA"
"NM_004389","circRNA"
"NM_001252124","circRNA"
"ENST00000374222.1","circRNA"
"NM_003062","circRNA"
"ENST00000410054.1","circRNA"
"NM_004395","circRNA"
"NM_003064","circRNA"
"NM_004394","circRNA"
"ENST00000424158.2","circRNA"
"NM_004397","circRNA"
"NM_030653","circRNA"
"NM_004396","circRNA"
"NM_001193331","circRNA"
"NM_030650","circRNA"
"NM_004398","circRNA"
"NM_016368","circRNA"
"NM_015037","circRNA"
"NM_017699","circRNA"
"ENST00000507825.2","circRNA"
"ENST00000427154.1","circRNA"
"NM_001193333","circRNA"
"ENST00000371226.3","circRNA"
"NM_031989","circRNA"
"NM_003060","circRNA"
"NM_004390","circRNA"
"NM_001025930","circRNA"
"NM_181701","circRNA"
"NM_001011537","circRNA"
"NM_001178083","circRNA"
"NM_001035507","circRNA"
"NM_001178085","circRNA"
"ENST00000444867.1","circRNA"
"ENST00000356031.3","circRNA"
"ENST00000563294.1","circRNA"
"ENST00000369797.3","circRNA"
"NM_181705","circRNA"
"NM_001024855","circRNA"
"NM_181712","circRNA"
"NM_181713","circRNA"
"ENST00000398545.4","circRNA"
"TCONS_00024238","circRNA"
"ENST00000322244.4","circRNA"
"NM_001191056","circRNA"
"TCONS_l2_00002523","circRNA"
"NM_181718","circRNA"
"NM_001191057","circRNA"
"NM_181719","circRNA"
"NM_181716","circRNA"
"NM_001191059","circRNA"
"ENST00000322507.8","circRNA"
"NM_181714","circRNA"
"NM_181715","circRNA"
"NM_001011515","circRNA"
"ENST00000450535.1","circRNA"
"ENST00000426333.2","circRNA"
"NM_144781","circRNA"
"ENST00000536726.1","circRNA"
"NM_144778","circRNA"
"ENST00000360820.2","circRNA"
"NM_144772","circRNA"
"ENST00000513500.1","circRNA"
"ENST00000261530.7","circRNA"
"ENST00000306480.5","circRNA"
"ENST00000358201.4","circRNA"
"ENST00000313431.9","circRNA"
"ENST00000548048.1","circRNA"
"ENST00000520441.1","circRNA"
"ENST00000429238.1","circRNA"
"ENST00000360570.3","circRNA"
"ENST00000502783.1","circRNA"
"NM_001253827","circRNA"
"ENST00000317058.3","circRNA"
"TCONS_00012214","circRNA"
"NM_001253826","circRNA"
"NM_001253823","circRNA"
"NM_001023560","circRNA"
"ENST00000480258.1","circRNA"
"TCONS_00001564","circRNA"
"NM_001166050","circRNA"
"NM_144710","circRNA"
"ENST00000415496.1","circRNA"
"NM_001023563","circRNA"
"NM_001023561","circRNA"
"NM_144718","circRNA"
"ENST00000424189.2","circRNA"
"ENST00000261556.6","circRNA"
"NM_144717","circRNA"
"NM_144716","circRNA"
"NM_144713","circRNA"
"TCONS_00013556","circRNA"
"NM_001023570","circRNA"
"ENST00000199448.4","circRNA"
"ENST00000518325.1","circRNA"
"ENST00000252996.3","circRNA"
"ENST00000422003.2","circRNA"
"ENST00000264065.6","circRNA"
"ENST00000421284.3","circRNA"
"ENST00000442697.2","circRNA"
"ENST00000382883.3","circRNA"
"ENST00000228506.3","circRNA"
"ENST00000295966.7","circRNA"
"TCONS_00025524","circRNA"
"ENST00000376352.2","circRNA"
"ENST00000298355.3","circRNA"
"NM_144725","circRNA"
"NM_001130083","circRNA"
"ENST00000422269.1","circRNA"
"ENST00000516658.1","circRNA"
"TCONS_00026840","circRNA"
"NM_001130089","circRNA"
"ENST00000538620.1","circRNA"
"ENST00000570628.1","circRNA"
"ENST00000559293.1","circRNA"
"NM_001023587","circRNA"
"NM_144736","circRNA"
"NM_001130088","circRNA"
"NM_001130090","circRNA"
"ENST00000453654.1","circRNA"
"ENST00000561254.1","circRNA"
"NM_058246","circRNA"
"NM_001130099","circRNA"
"ENST00000301396.4","circRNA"
"ENST00000237247.6","circRNA"
"ENST00000603037.1","circRNA"
"ENST00000471815.1","circRNA"
"NM_058243","circRNA"
"NM_001204856","circRNA"
"NM_058241","circRNA"
"NM_001204858","circRNA"
"ENST00000551029.1","circRNA"
"ENST00000428373.1","circRNA"
"ENST00000409980.1","circRNA"
"ENST00000382549.4","circRNA"
"NM_001130067","circRNA"
"ENST00000377181.2","circRNA"
"ENST00000560295.1","circRNA"
"NM_001130064","circRNA"
"NM_001130065","circRNA"
"NM_001130071","circRNA"
"ENST00000359546.4","circRNA"
"NM_001130072","circRNA"
"ENST00000357389.3","circRNA"
"ENST00000464481.1","circRNA"
"NM_001166005","circRNA"
"NM_001166007","circRNA"
"NM_058230","circRNA"
"NM_001166006","circRNA"
"ENST00000332674.5","circRNA"
"ENST00000372525.5","circRNA"
"ENST00000307465.4","circRNA"
"NM_058229","circRNA"
"TCONS_l2_00026555","circRNA"
"NM_001204838","circRNA"
"NM_001130040","circRNA"
"NM_001204831","circRNA"
"ENST00000567887.1","circRNA"
"NM_058216","circRNA"
"ENST00000287706.3","circRNA"
"ENST00000369317.4","circRNA"
"NM_001130048","circRNA"
"ENST00000533211.1","circRNA"
"ENST00000530083.1","circRNA"
"TCONS_l2_00026541","circRNA"
"ENST00000532240.1","circRNA"
"ENST00000368822.1","circRNA"
"TCONS_l2_00026542","circRNA"
"ENST00000529032.1","circRNA"
"NM_001204848","circRNA"
"ENST00000354960.3","circRNA"
"ENST00000453894.1","circRNA"
"NM_144709","circRNA"
"NM_144708","circRNA"
"NM_001130058","circRNA"
"ENST00000216194.7","circRNA"
"NM_144706","circRNA"
"NM_001130059","circRNA"
"NM_144703","circRNA"
"NM_001130055","circRNA"
"TCONS_l2_00026539","circRNA"
"ENST00000415149.2","circRNA"
"ENST00000263713.5","circRNA"
"ENST00000361078.2","circRNA"
"NM_001204890","circRNA"
"NM_001130028","circRNA"
"ENST00000559199.1","circRNA"
"ENST00000263966.3","circRNA"
"NM_001130020","circRNA"
"NM_001130021","circRNA"
"NM_001130022","circRNA"
"ENST00000527436.1","circRNA"
"ENST00000432997.1","circRNA"
"ENST00000306730.3","circRNA"
"ENST00000452109.1","circRNA"
"ENST00000445310.1","circRNA"
"ENST00000557636.1","circRNA"
"ENST00000373233.3","circRNA"
"NM_001130031","circRNA"
"NM_001130032","circRNA"
"ENST00000296328.4","circRNA"
"NM_024888","circRNA"
"NM_001168618","circRNA"
"NM_024887","circRNA"
"NM_024884","circRNA"
"NM_024885","circRNA"
"NM_001130009","circRNA"
"TCONS_l2_00026508","circRNA"
"ENST00000356151.2","circRNA"
"NM_001204871","circRNA"
"NM_001130006","circRNA"
"NM_001130007","circRNA"
"NM_001130004","circRNA"
"ENST00000546474.1","circRNA"
"ENST00000445323.2","circRNA"
"NM_024899","circRNA"
"NM_024896","circRNA"
"NM_024894","circRNA"
"NM_001105079","circRNA"
"ENST00000535741.1","circRNA"
"TCONS_l2_00015845","circRNA"
"NM_001105077","circRNA"
"NM_001204883","circRNA"
"ENST00000381801.5","circRNA"
"ENST00000572165.1","circRNA"
"NM_001130010","circRNA"
"ENST00000378429.3","circRNA"
"ENST00000506646.1","circRNA"
"ENST00000262995.4","circRNA"
"ENST00000377813.1","circRNA"
"ENST00000297157.3","circRNA"
"NM_024989","circRNA"
"ENST00000462957.1","circRNA"
"NM_001130105","circRNA"
"NM_001130107","circRNA"
"NM_001130100","circRNA"
"NM_001130103","circRNA"
"ENST00000376019.1","circRNA"
"NM_021003","circRNA"
"NM_021004","circRNA"
"NM_024996","circRNA"
"NM_024997","circRNA"
"NM_001144757","circRNA"
"NM_001144758","circRNA"
"NM_024993","circRNA"
"NM_021007","circRNA"
"NM_021008","circRNA"
"NM_021009","circRNA"
"ENST00000330753.4","circRNA"
"NM_022340","circRNA"
"ENST00000569302.1","circRNA"
"NM_001130110","circRNA"
"NM_024963","circRNA"
"ENST00000402281.1","circRNA"
"ENST00000333130.3","circRNA"
"NM_022307","circRNA"
"ENST00000341594.5","circRNA"
"ENST00000245206.5","circRNA"
"ENST00000359653.4","circRNA"
"ENST00000524915.1","circRNA"
"NM_024979","circRNA"
"ENST00000553390.1","circRNA"
"ENST00000330909.8","circRNA"
"NM_000976","circRNA"
"NM_024943","circRNA"
"NM_001204818","circRNA"
"NM_000978","circRNA"
"ENST00000275884.6","circRNA"
"NM_000979","circRNA"
"NM_024940","circRNA"
"NM_001170957","circRNA"
"ENST00000394156.3","circRNA"
"NM_024949","circRNA"
"NM_000971","circRNA"
"NM_000972","circRNA"
"NM_024947","circRNA"
"NM_024948","circRNA"
"NM_000973","circRNA"
"NM_001204814","circRNA"
"NM_024945","circRNA"
"NM_024946","circRNA"
"ENST00000361804.4","circRNA"
"NM_000975","circRNA"
"ENST00000569795.1","circRNA"
"ENST00000537301.1","circRNA"
"NM_001170961","circRNA"
"NM_024954","circRNA"
"NM_000965","circRNA"
"NM_024955","circRNA"
"NM_000966","circRNA"
"NM_000967","circRNA"
"NM_000968","circRNA"
"NM_024953","circRNA"
"NM_000969","circRNA"
"ENST00000373006.1","circRNA"
"ENST00000524892.2","circRNA"
"NM_000961","circRNA"
"NM_024958","circRNA"
"NM_024959","circRNA"
"NM_024956","circRNA"
"NM_000963","circRNA"
"TCONS_l2_00013175","circRNA"
"ENST00000564623.1","circRNA"
"ENST00000420825.1","circRNA"
"ENST00000350777.2","circRNA"
"NM_000998","circRNA"
"NM_024921","circRNA"
"NM_000999","circRNA"
"ENST00000370474.3","circRNA"
"NM_024922","circRNA"
"NM_001194946","circRNA"
"ENST00000355193.2","circRNA"
"NM_000990","circRNA"
"ENST00000499025.1","circRNA"
"NM_000991","circRNA"
"NM_000992","circRNA"
"NM_024927","circRNA"
"NM_000993","circRNA"
"ENST00000321919.9","circRNA"
"NM_024928","circRNA"
"ENST00000285021.7","circRNA"
"ENST00000537687.1","circRNA"
"NM_000994","circRNA"
"ENST00000468104.1","circRNA"
"NM_024926","circRNA"
"NM_024923","circRNA"
"NM_000996","circRNA"
"NM_000997","circRNA"
"ENST00000422613.2","circRNA"
"NM_178040","circRNA"
"ENST00000268035.6","circRNA"
"ENST00000361937.3","circRNA"
"NM_178043","circRNA"
"NM_178042","circRNA"
"NM_001193623","circRNA"
"NM_001194937","circRNA"
"ENST00000333646.6","circRNA"
"NM_000988","circRNA"
"NM_024933","circRNA"
"NM_000989","circRNA"
"NM_024930","circRNA"
"NM_181698","circRNA"
"NM_000980","circRNA"
"NM_000981","circRNA"
"NM_000982","circRNA"
"NM_024939","circRNA"
"NM_000983","circRNA"
"NM_024936","circRNA"
"NM_000984","circRNA"
"NM_181690","circRNA"
"NM_001204803","circRNA"
"NM_000985","circRNA"
"NM_000986","circRNA"
"ENST00000507489.1","circRNA"
"NM_001193610","circRNA"
"ENST00000375643.3","circRNA"
"NM_001193612","circRNA"
"NM_000932","circRNA"
"NM_000934","circRNA"
"NM_000937","circRNA"
"NM_178019","circRNA"
"NM_000938","circRNA"
"ENST00000397944.3","circRNA"
"ENST00000588295.1","circRNA"
"NM_001252499","circRNA"
"NM_024907","circRNA"
"NM_024908","circRNA"
"NM_181661","circRNA"
"ENST00000255194.6","circRNA"
"ENST00000247843.2","circRNA"
"NM_024906","circRNA"
"ENST00000365538.1","circRNA"
"NM_000930","circRNA"
"NM_024901","circRNA"
"ENST00000549100.1","circRNA"
"ENST00000410062.4","circRNA"
"NM_001178002","circRNA"
"NM_001178003","circRNA"
"ENST00000465835.1","circRNA"
"NM_001178004","circRNA"
"NM_001178008","circRNA"
"NM_000921","circRNA"
"NM_024911","circRNA"
"NM_178026","circRNA"
"NM_000922","circRNA"
"ENST00000528501.1","circRNA"
"ENST00000400482.3","circRNA"
"ENST00000599993.1","circRNA"
"NM_000926","circRNA"
"NM_001178010","circRNA"
"NM_000927","circRNA"
"ENST00000260118.6","circRNA"
"NM_181674","circRNA"
"NM_181671","circRNA"
"NM_181672","circRNA"
"NM_181670","circRNA"
"NM_024917","circRNA"
"ENST00000361291.4","circRNA"
"NM_024915","circRNA"
"NM_024913","circRNA"
"ENST00000315987.2","circRNA"
"ENST00000418420.1","circRNA"
"ENST00000372262.3","circRNA"
"ENST00000497070.1","circRNA"
"NM_001178014","circRNA"
"NM_001178015","circRNA"
"NM_001178016","circRNA"
"ENST00000228495.6","circRNA"
"ENST00000376499.3","circRNA"
"NM_182976","circRNA"
"NM_181645","circRNA"
"ENST00000437912.2","circRNA"
"NM_000958","circRNA"
"NM_181642","circRNA"
"NM_001178020","circRNA"
"ENST00000358107.4","circRNA"
"ENST00000518205.1","circRNA"
"NM_001191003","circRNA"
"ENST00000553306.1","circRNA"
"NM_178001","circRNA"
"NM_001194997","circRNA"
"NM_001194998","circRNA"
"NM_000943","circRNA"
"NM_000944","circRNA"
"NM_000946","circRNA"
"NM_181656","circRNA"
"ENST00000599740.1","circRNA"
"NM_178009","circRNA"
"NM_000947","circRNA"
"NM_182982","circRNA"
"NM_182983","circRNA"
"NM_182981","circRNA"
"NM_000941","circRNA"
"NM_000942","circRNA"
"NM_001024924","circRNA"
"ENST00000585916.1","circRNA"
"NM_001193653","circRNA"
"NM_001178035","circRNA"
"NM_001178036","circRNA"
"NM_001024921","circRNA"
"NM_181659","circRNA"
"NM_144680","circRNA"
"ENST00000537817.1","circRNA"
"NM_144677","circRNA"
"ENST00000535397.1","circRNA"
"ENST00000366773.3","circRNA"
"ENST00000453547.2","circRNA"
"NM_182962","circRNA"
"NM_182960","circRNA"
"ENST00000330899.4","circRNA"
"NM_182961","circRNA"
"NM_001178055","circRNA"
"NM_144693","circRNA"
"NM_144691","circRNA"
"NM_001024947","circRNA"
"NM_144689","circRNA"
"NM_144687","circRNA"
"NM_144684","circRNA"
"NM_001024948","circRNA"
"NM_144683","circRNA"
"ENST00000367504.3","circRNA"
"NM_001024943","circRNA"
"NM_001191016","circRNA"
"ENST00000512805.1","circRNA"
"TCONS_00024273","circRNA"
"NM_182969","circRNA"
"NM_182931","circRNA"
"NM_001178061","circRNA"
"ENST00000235290.3","circRNA"
"NM_000917","circRNA"
"TCONS_00012272","circRNA"
"ENST00000521425.1","circRNA"
"ENST00000520957.1","circRNA"
"NM_001012761","circRNA"
"NM_001024956","circRNA"
"ENST00000355086.3","circRNA"
"ENST00000357759.5","circRNA"
"NM_144697","circRNA"
"NM_144695","circRNA"
"NM_144694","circRNA"
"NM_000918","circRNA"
"NM_000919","circRNA"
"NM_000901","circRNA"
"ENST00000397957.4","circRNA"
"NM_182943","circRNA"
"NM_001012756","circRNA"
"ENST00000360700.4","circRNA"
"NM_000903","circRNA"
"NM_000904","circRNA"
"NM_001012758","circRNA"
"NM_000906","circRNA"
"NM_001012759","circRNA"
"NM_001012754","circRNA"
"NM_001178078","circRNA"
"NM_001191037","circRNA"
"NM_182946","circRNA"
"ENST00000376259.3","circRNA"
"NM_182947","circRNA"
"ENST00000323468.5","circRNA"
"NM_001011657","circRNA"
"ENST00000374566.3","circRNA"
"NM_001012984","circRNA"
"ENST00000541110.1","circRNA"
"NM_001012981","circRNA"
"NM_001024736","circRNA"
"ENST00000282587.5","circRNA"
"ENST00000245934.7","circRNA"
"NM_001024732","circRNA"
"NM_181825","circRNA"
"NM_181832","circRNA"
"NM_001011645","circRNA"
"ENST00000269499.5","circRNA"
"ENST00000367255.5","circRNA"
"ENST00000455322.2","circRNA"
"TCONS_l2_00002643","circRNA"
"NM_181837","circRNA"
"NM_181838","circRNA"
"NM_181836","circRNA"
"NM_181801","circRNA"
"ENST00000356535.4","circRNA"
"NM_057090","circRNA"
"ENST00000379245.4","circRNA"
"NM_001012967","circRNA"
"NM_001012964","circRNA"
"ENST00000358849.4","circRNA"
"NM_181808","circRNA"
"ENST00000382751.3","circRNA"
"TCONS_00012348","circRNA"
"NM_181805","circRNA"
"NM_181802","circRNA"
"ENST00000504952.1","circRNA"
"ENST00000432638.2","circRNA"
"NM_001253772","circRNA"
"ENST00000376351.3","circRNA"
"TCONS_l2_00002625","circRNA"
"TCONS_l2_00002624","circRNA"
"ENST00000450536.2","circRNA"
"TCONS_l2_00015918","circRNA"
"ENST00000576183.1","circRNA"
"ENST00000262013.7","circRNA"
"ENST00000300688.3","circRNA"
"ENST00000393066.3","circRNA"
"ENST00000428502.2","circRNA"
"TCONS_l2_00015909","circRNA"
"ENST00000261292.4","circRNA"
"ENST00000261435.6","circRNA"
"ENST00000525757.1","circRNA"
"ENST00000334126.7","circRNA"
"NM_203500","circRNA"
"NM_203505","circRNA"
"TCONS_00014973","circRNA"
"TCONS_00014976","circRNA"
"NM_021098","circRNA"
"NM_001253723","circRNA"
"NM_033083","circRNA"
"NM_033081","circRNA"
"ENST00000229812.7","circRNA"
"ENST00000377086.1","circRNA"
"NM_033084","circRNA"
"NM_001034116","circRNA"
"ENST00000285871.4","circRNA"
"ENST00000380913.3","circRNA"
"NM_033090","circRNA"
"ENST00000563162.1","circRNA"
"ENST00000507977.1","circRNA"
"ENST00000458225.1","circRNA"
"NM_001253732","circRNA"
"NM_033092","circRNA"
"ENST00000523118.1","circRNA"
"ENST00000320578.2","circRNA"
"NM_033088","circRNA"
"ENST00000357731.4","circRNA"
"ENST00000262133.6","circRNA"
"ENST00000394874.1","circRNA"
"ENST00000489266.1","circRNA"
"ENST00000357148.3","circRNA"
"TCONS_l2_00025361","circRNA"
"NM_021078","circRNA"
"NM_021079","circRNA"
"ENST00000464889.1","circRNA"
"ENST00000337808.6","circRNA"
"NM_033064","circRNA"
"NM_033063","circRNA"
"ENST00000580482.1","circRNA"
"NM_033055","circRNA"
"NM_021083","circRNA"
"NM_021082","circRNA"
"ENST00000233143.4","circRNA"
"NR_029192","circRNA"
"ENST00000468598.1","circRNA"
"NM_021089","circRNA"
"ENST00000543597.1","circRNA"
"NM_033071","circRNA"
"NM_033070","circRNA"
"ENST00000273739.5","circRNA"
"NM_001204747","circRNA"
"ENST00000537423.1","circRNA"
"TCONS_l2_00013371","circRNA"
"NM_033066","circRNA"
"ENST00000260570.3","circRNA"
"TCONS_l2_00025345","circRNA"
"NM_021095","circRNA"
"ENST00000369329.3","circRNA"
"NM_021097","circRNA"
"NM_021090","circRNA"
"ENST00000373615.4","circRNA"
"ENST00000486496.1","circRNA"
"NM_021058","circRNA"
"ENST00000469172.1","circRNA"
"TCONS_l2_00025343","circRNA"
"ENST00000571589.1","circRNA"
"ENST00000389757.3","circRNA"
"ENST00000513024.1","circRNA"
"ENST00000310564.6","circRNA"
"NM_021061","circRNA"
"NM_021064","circRNA"
"ENST00000273859.3","circRNA"
"NM_021069","circRNA"
"ENST00000338492.4","circRNA"
"ENST00000526597.1","circRNA"
"NM_021066","circRNA"
"TCONS_l2_00001386","circRNA"
"NM_021067","circRNA"
"ENST00000296051.2","circRNA"
"ENST00000556772.1","circRNA"
"TCONS_l2_00013349","circRNA"
"NM_033054","circRNA"
"ENST00000580732.1","circRNA"
"NM_033046","circRNA"
"NM_033049","circRNA"
"NM_021072","circRNA"
"NM_021073","circRNA"
"TCONS_l2_00026654","circRNA"
"TCONS_l2_00026657","circRNA"
"NM_021074","circRNA"
"ENST00000231238.5","circRNA"
"NM_021075","circRNA"
"TCONS_00014939","circRNA"
"NM_021070","circRNA"
"NM_022367","circRNA"
"NM_021038","circRNA"
"ENST00000586135.1","circRNA"
"NM_021032","circRNA"
"TCONS_l2_00026651","circRNA"
"NM_021034","circRNA"
"NM_022366","circRNA"
"NM_021035","circRNA"
"NM_022365","circRNA"
"TCONS_00002925","circRNA"
"ENST00000358823.2","circRNA"
"NM_033018","circRNA"
"NM_001034173","circRNA"
"NM_033017","circRNA"
"ENST00000267938.4","circRNA"
