tRNA	1_DEL13080_R1_17to51__tRNA.txt	2_DEL13080_R1_17to51__tRNA.txt	3_DEL13080_R1_17to51__tRNA.txt	4_DEL13080_R1_17to51__tRNA.txt	5_DEL13080_R1_17to51__tRNA.txt	6_DEL13080_R1_17to51__tRNA.txt	7_DEL13080_R1_17to51__tRNA.txt	8_DEL13080_R1_17to51__tRNA.txt	9_DEL13080_R1_17to51__tRNA.txt	10_DEL13080_R1_17to51__tRNA.txt	11_DEL13080_R1_17to51__tRNA.txt	12_DEL13080_R1_17to51__tRNA.txt	13_DEL13080_R1_17to51__tRNA.txt	14_DEL13080_R1_17to51__tRNA.txt	15_DEL13080_R1_17to51__tRNA.txt	16_DEL13080_R1_17to51__tRNA.txt	17_DEL13080_R1_17to51__tRNA.txt	18_DEL13080_R1_17to51__tRNA.txt	19_DEL13080_R1_17to51__tRNA.txt	20_DEL13080_R1_17to51__tRNA.txt	21_DEL13080_R1_17to51__tRNA.txt	22_DEL13080_R1_17to51__tRNA.txt	23_DEL13080_R1_17to51__tRNA.txt	24_DEL13080_R1_17to51__tRNA.txt	25_DEL13080_R1_17to51__tRNA.txt	26_DEL13080_R1_17to51__tRNA.txt	27_DEL13080_R1_17to51__tRNA.txt	28_DEL13080_R1_17to51__tRNA.txt	29_DEL13080_R1_17to51__tRNA.txt	30_DEL13080_R1_17to51__tRNA.txt	31_DEL13080_R1_17to51__tRNA.txt	32_DEL13080_R1_17to51__tRNA.txt	33_DEL13080_R1_17to51__tRNA.txt	34_DEL13080_R1_17to51__tRNA.txt	35_DEL13080_R1_17to51__tRNA.txt	36_DEL13080_R1_17to51__tRNA.txt	37_DEL13080_R1_17to51__tRNA.txt	38_DEL13080_R1_17to51__tRNA.txt	39_DEL13080_R1_17to51__tRNA.txt	40_DEL13080_R1_17to51__tRNA.txt	
chr1.trna24	1.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	4.0	0.0	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	
chr17.trna34	2.0	1.0	2.0	1.0	0.0	2.0	2.0	5.0	1.0	0.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	2.0	1.0	0.0	1.0	3.0	2.0	5.0	2.0	0.0	1.0	1.0	
chr17.trna35	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna26	3.0	0.0	0.0	3.0	4.0	6.0	1.0	4.0	0.0	2.0	1.0	1.0	6.0	1.0	0.0	5.0	1.0	5.0	1.0	4.0	0.0	2.0	2.0	0.0	5.0	3.0	0.0	1.0	1.0	0.0	7.0	0.0	5.0	7.0	4.0	1.0	4.0	1.0	0.0	0.0	
chr17.trna36	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	
chr5.trna20	2.0	0.0	1.0	0.0	3.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	8.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	2.0	
chr1.trna20	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr17.trna30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna21	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr5.trna22	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	1.0	
chr17.trna31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna22	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr5.trna21	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	1.0	
chr17.trna32	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr5.trna13	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
chr5.trna12	1.0	0.0	0.0	1.0	1.0	4.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0	0.0	3.0	2.0	0.0	0.0	0.0	2.0	
chr5.trna15	0.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	7.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	2.0	
chr5.trna14	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	
chr5.trna17	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	8.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	2.0	
chr5.trna16	0.0	0.0	0.0	0.0	2.0	1.0	3.0	3.0	0.0	0.0	1.0	0.0	2.0	1.0	8.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	2.0	
chr5.trna19	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	8.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	2.0	
chr5.trna18	858.0	725.0	939.0	1901.0	696.0	1197.0	562.0	476.0	310.0	222.0	1175.0	760.0	670.0	869.0	501.0	1069.0	841.0	780.0	983.0	821.0	435.0	434.0	472.0	1393.0	749.0	450.0	1047.0	634.0	237.0	646.0	708.0	501.0	651.0	1276.0	1060.0	1130.0	964.0	837.0	1086.0	619.0	
chr1.trna12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	
chr17.trna40	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr9.trna10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr17.trna41	1.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	3.0	3.0	0.0	1.0	1.0	3.0	1.0	1.0	2.0	2.0	3.0	2.0	1.0	2.0	0.0	
chr1.trna10	90.0	45.0	34.0	199.0	60.0	21.0	47.0	52.0	31.0	12.0	30.0	29.0	45.0	54.0	12.0	44.0	35.0	69.0	44.0	102.0	35.0	29.0	27.0	163.0	34.0	26.0	126.0	30.0	12.0	57.0	69.0	18.0	20.0	182.0	90.0	322.0	55.0	18.0	68.0	23.0	
chr17.trna42	6.0	17.0	7.0	10.0	22.0	5.0	1.0	6.0	42.0	5.0	9.0	6.0	7.0	2.0	4.0	1.0	6.0	4.0	13.0	3.0	8.0	2.0	33.0	6.0	9.0	3.0	15.0	10.0	6.0	9.0	16.0	22.0	25.0	14.0	16.0	4.0	36.0	17.0	5.0	14.0	
chr5.trna11	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	
chr5.trna10	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	
chr1.trna11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
chr1.trna45	3.0	0.0	0.0	1.0	0.0	1.0	0.0	7.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	3.0	2.0	0.0	6.0	1.0	0.0	0.0	3.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	1.0	2.0	2.0	2.0	1.0	0.0	
chr1.trna46	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	1.0	0.0	4.0	1.0	0.0	2.0	2.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	2.0	
chr5.trna9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr5.trna8	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
chr5.trna7	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna42	25.0	11.0	28.0	57.0	30.0	23.0	16.0	20.0	4.0	7.0	23.0	27.0	25.0	26.0	13.0	27.0	35.0	41.0	18.0	47.0	21.0	16.0	11.0	46.0	35.0	20.0	43.0	21.0	2.0	28.0	22.0	17.0	11.0	45.0	40.0	38.0	24.0	26.0	41.0	6.0	
chr1.trna43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna44	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
chr5.trna2	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	2.0	0.0	
chr1.trna27	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr5.trna3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
chr1.trna32	3.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	3.0	1.0	1.0	0.0	3.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	
chr15.trna7	1.0	2.0	4.0	4.0	0.0	2.0	4.0	3.0	0.0	0.0	2.0	2.0	5.0	3.0	0.0	4.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	
chr15.trna5	1.0	0.0	1.0	7.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	3.0	2.0	0.0	6.0	3.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	2.0	9.0	2.0	0.0	3.0	3.0	
chr15.trna4	23.0	11.0	19.0	20.0	21.0	15.0	27.0	21.0	20.0	7.0	19.0	12.0	29.0	30.0	13.0	26.0	27.0	23.0	17.0	21.0	14.0	34.0	19.0	26.0	28.0	20.0	48.0	19.0	4.0	12.0	13.0	18.0	17.0	25.0	34.0	29.0	30.0	13.0	23.0	23.0	
chr15.trna3	1.0	0.0	4.0	2.0	0.0	1.0	1.0	2.0	3.0	2.0	4.0	1.0	4.0	0.0	0.0	5.0	4.0	4.0	2.0	1.0	2.0	3.0	4.0	2.0	0.0	1.0	2.0	4.0	0.0	1.0	2.0	4.0	1.0	2.0	12.0	1.0	3.0	4.0	11.0	3.0	
chr15.trna2	3.0	0.0	2.0	3.0	1.0	1.0	0.0	30.0	0.0	1.0	1.0	5.0	3.0	5.0	2.0	7.0	4.0	6.0	1.0	2.0	3.0	1.0	0.0	3.0	7.0	1.0	4.0	1.0	0.0	3.0	4.0	1.0	1.0	6.0	2.0	4.0	3.0	2.0	5.0	0.0	
chr17.trna19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
chr17.trna15	0.0	1.0	0.0	0.0	0.0	1.0	3.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	2.0	0.0	
chr17.trna16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr17.trna17	14.0	2.0	5.0	16.0	4.0	1.0	0.0	9.0	2.0	0.0	2.0	1.0	9.0	3.0	4.0	1.0	1.0	6.0	2.0	7.0	2.0	0.0	0.0	7.0	3.0	6.0	7.0	3.0	0.0	2.0	0.0	0.0	0.0	10.0	2.0	11.0	0.0	0.0	2.0	0.0	
chr17.trna18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
chr8.trna8	12.0	6.0	5.0	12.0	9.0	9.0	6.0	16.0	1.0	2.0	8.0	3.0	7.0	21.0	2.0	6.0	1.0	6.0	8.0	18.0	1.0	10.0	1.0	18.0	4.0	14.0	22.0	4.0	3.0	3.0	5.0	5.0	6.0	20.0	9.0	37.0	8.0	5.0	5.0	5.0	
chr8.trna6	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr17.trna11	24.0	13.0	36.0	49.0	37.0	20.0	12.0	10.0	5.0	8.0	35.0	32.0	13.0	12.0	14.0	23.0	64.0	47.0	27.0	55.0	13.0	29.0	11.0	71.0	61.0	11.0	47.0	22.0	4.0	22.0	18.0	19.0	15.0	43.0	39.0	23.0	42.0	41.0	49.0	16.0	
chr7.trna4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr17.trna12	19.0	10.0	11.0	39.0	9.0	4.0	81.0	55.0	11.0	2.0	37.0	5.0	34.0	39.0	32.0	53.0	13.0	31.0	23.0	39.0	12.0	70.0	8.0	54.0	18.0	50.0	43.0	10.0	11.0	8.0	20.0	6.0	15.0	45.0	44.0	52.0	35.0	6.0	36.0	17.0	
chr7.trna3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr17.trna13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr17.trna14	53.0	0.0	5.0	60.0	9.0	19.0	187.0	181.0	11.0	9.0	1.0	36.0	76.0	17.0	5.0	9.0	7.0	10.0	7.0	17.0	1.0	8.0	3.0	30.0	14.0	146.0	40.0	6.0	20.0	16.0	150.0	26.0	19.0	54.0	20.0	2.0	34.0	3.0	6.0	0.0	
chr17.trna10	16.0	14.0	18.0	28.0	13.0	16.0	8.0	14.0	11.0	9.0	9.0	19.0	18.0	20.0	7.0	9.0	8.0	15.0	10.0	12.0	4.0	6.0	9.0	20.0	14.0	5.0	24.0	12.0	1.0	8.0	13.0	11.0	11.0	29.0	25.0	17.0	17.0	6.0	8.0	5.0	
chr17.trna3	4.0	1.0	2.0	3.0	4.0	1.0	6.0	0.0	0.0	0.0	1.0	2.0	6.0	3.0	2.0	1.0	3.0	7.0	2.0	3.0	3.0	3.0	1.0	7.0	2.0	1.0	6.0	3.0	2.0	1.0	4.0	0.0	2.0	11.0	3.0	3.0	5.0	0.0	7.0	0.0	
chr1.trna121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr1.trna120	8.0	4.0	5.0	9.0	7.0	1.0	4.0	2.0	1.0	1.0	8.0	2.0	7.0	6.0	5.0	5.0	4.0	7.0	5.0	11.0	3.0	4.0	0.0	20.0	7.0	4.0	11.0	6.0	1.0	10.0	9.0	3.0	4.0	28.0	10.0	11.0	10.0	6.0	12.0	2.0	
chr17.trna2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna123	1.0	0.0	1.0	3.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	2.0	4.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	1.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	2.0	0.0	
chr17.trna1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna122	0.0	0.0	1.0	3.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	2.0	4.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	2.0	0.0	
chr7.trna9	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr7.trna8	12.0	5.0	20.0	19.0	10.0	19.0	9.0	20.0	2.0	5.0	23.0	8.0	14.0	17.0	2.0	20.0	25.0	15.0	20.0	9.0	5.0	12.0	10.0	10.0	18.0	13.0	5.0	12.0	1.0	13.0	12.0	11.0	2.0	33.0	25.0	8.0	22.0	11.0	20.0	5.0	
chr17.trna26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
